list-id-none,1,1,4,3,111732,37244,0
list-id-none,1,2,4,6,99916,16652,0
list-id-none,1,4,4,12,92893,7741,0
list-id-none,1,8,4,24,104082,4336,0
list-id-none,1,16,4,48,172949,3603,0
list-id-none,4,1,4,12,189114,15759,0
list-id-none,4,2,4,24,379745,15822,0
list-id-none,4,4,4,48,175824,3663,0
list-id-none,4,8,4,96,207591,2162,0
list-id-none,4,16,4,192,311103,1620,0
list-id-none,8,1,4,24,302683,12611,0
list-id-none,8,2,4,48,332841,6934,0
list-id-none,8,4,4,96,343732,3580,0
list-id-none,8,8,4,192,358521,1867,0
list-id-none,12,1,4,36,440596,12238,0
list-id-none,12,2,4,72,422240,5864,0
list-id-none,12,4,4,144,418447,2905,0
list-id-none,12,8,4,288,461192,1601,0
list-id-none,16,1,4,48,565565,11782,0
list-id-none,16,2,4,96,516852,5383,0
list-id-none,16,4,4,192,508256,2647,0
list-id-none,16,8,4,384,623671,1624,0
list-id-s,1,10,4,30,114682,3822,0
list-id-s,1,20,4,60,210927,3515,0
list-id-s,1,40,4,120,614650,5122,0
list-id-s,1,80,4,240,2184383,9101,0
list-id-s,4,10,4,120,378403,3153,0
list-id-s,4,20,4,240,970832,4045,0
list-id-s,4,40,4,480,3120248,6500,0
list-id-s,4,80,4,960,11930354,12427,0
list-id-s,8,10,4,240,959998,3999,0
list-id-s,8,20,4,480,2892440,6025,0
list-id-s,8,40,4,960,8554065,8910,0
list-id-s,8,80,4,1920,30345499,15804,0
list-id-s,12,10,4,360,65618663,182274,0
list-id-s,12,20,4,720,40959772,56888,0
list-id-s,12,40,4,1440,98531319,68424,0
list-id-s,12,80,4,2880,100254620,34810,0
list-id-s,16,10,4,480,5991131,12481,0
list-id-s,16,20,4,960,14136658,14725,0
list-id-s,16,40,4,1920,62924159,32772,0
list-id-s,16,80,4,3840,330704926,86121,0
list-id-m,1,10,4,30,143180,4772,496
list-id-m,1,20,4,60,219690,3661,712
list-id-m,1,40,4,120,583507,4862,1200
list-id-m,1,80,4,240,2193262,9138,2273
list-id-m,4,10,4,120,484295,4035,77518
list-id-m,4,20,4,240,1032160,4300,219463
list-id-m,4,40,4,480,3042076,6337,710610
list-id-m,4,80,4,960,10933561,11389,2680339
list-id-m,8,10,4,240,965275,4021,177472
list-id-m,8,20,4,480,2789187,5810,729343
list-id-m,8,40,4,960,8845224,9213,2473849
list-id-m,8,80,4,1920,28431257,14807,8165570
list-id-m,12,10,4,360,1603701,4454,304975
list-id-m,12,20,4,720,4096318,5689,1106587
list-id-m,12,40,4,1440,14046273,9754,4010475
list-id-m,12,80,4,2880,45293622,15726,13484856
list-id-m,16,10,4,480,2694556,5613,598726
list-id-m,16,20,4,960,9295391,9682,2684795
list-id-m,16,40,4,1920,31380011,16343,9273084
list-id-m,16,80,4,3840,102938261,26806,30297618
list-none-s,1,1000,1,3000,3464866,1154,0
list-none-s,2,1000,1,6000,32538836,5423,0
list-none-s,4,1000,1,12000,235011453,19584,0
list-none-s,8,1000,1,24000,2277094536,94878,0
list-none-s,12,1000,1,36000,5152356445,143121,0
list-none-s,1,1000,4,3000,3551609,1183,0
list-none-s,2,1000,4,6000,17162170,2860,0
list-none-s,4,1000,4,12000,90232086,7519,0
list-none-s,8,1000,4,24000,576726865,24030,0
list-none-s,12,1000,4,36000,1813812628,50383,0
list-none-s,1,1000,8,3000,3469319,1156,0
list-none-s,2,1000,8,6000,14492061,2415,0
list-none-s,4,1000,8,12000,60014347,5001,0
list-none-s,8,1000,8,24000,394255803,16427,0
list-none-s,12,1000,8,36000,952647523,26462,0
list-none-s,1,1000,16,3000,3417390,1139,0
list-none-s,2,1000,16,6000,20358909,3393,0
list-none-s,4,1000,16,12000,72734120,6061,0
list-none-s,8,1000,16,24000,352410753,14683,0
list-none-s,12,1000,16,36000,770167672,21393,0
list-none-m,1,1000,1,3000,3439311,1146,24913
list-none-m,2,1000,1,6000,10925638,1820,1050755
list-none-m,4,1000,1,12000,61738944,5144,15074481
list-none-m,8,1000,1,24000,146038823,6084,32813205
list-none-m,12,1000,1,36000,241092699,6697,47871065
list-none-m,1,1000,4,3000,4470342,1490,44667
list-none-m,2,1000,4,6000,13174540,2195,2193028
list-none-m,4,1000,4,12000,35080433,2923,6455768
list-none-m,8,1000,4,24000,75060989,3127,19115077
list-none-m,12,1000,4,36000,145656151,4046,34756663
list-none-m,1,1000,8,3000,3461051,1153,25105
list-none-m,2,1000,8,6000,10858673,1809,1790281
list-none-m,4,1000,8,12000,21216187,1768,5085688
list-none-m,8,1000,8,24000,43818564,1825,12187756
list-none-m,12,1000,8,36000,96739108,2687,26434048
list-none-m,1,1000,16,3000,3482902,1160,25097
list-none-m,2,1000,16,6000,11010879,1835,1817417
list-none-m,4,1000,16,12000,22030539,1835,5247672
list-none-m,8,1000,16,24000,44945872,1872,12449970
list-none-m,12,1000,16,36000,68225602,1895,19854850
list-id-none,1,1,4,3,137359,45786,0
list-id-none,1,2,4,6,108760,18126,0
list-id-none,1,4,4,12,120616,10051,0
list-id-none,1,8,4,24,156690,6528,0
list-id-none,1,16,4,48,206368,4299,0
list-id-none,4,1,4,12,260077,21673,0
list-id-none,4,2,4,24,206839,8618,0
list-id-none,4,4,4,48,238016,4958,0
list-id-none,4,8,4,96,229812,2393,0
list-id-none,4,16,4,192,313853,1634,0
list-id-none,8,1,4,24,399682,16653,0
list-id-none,8,2,4,48,350258,7297,0
list-id-none,8,4,4,96,362209,3773,0
list-id-none,8,8,4,192,378774,1972,0
list-id-none,8,16,4,384,489147,1273,0
list-id-none,12,1,4,36,419416,11650,0
list-id-none,12,2,4,72,455497,6326,0
list-id-none,12,4,4,144,443708,3081,0
list-id-none,12,8,4,288,524134,1819,0
list-id-none,12,16,4,576,585797,1017,0
list-id-none,16,1,4,48,570264,11880,0
list-id-none,16,2,4,96,555398,5785,0
list-id-none,16,4,4,192,557158,2901,0
list-id-none,16,8,4,384,539084,1403,0
list-id-none,16,16,4,768,861439,1121,0
list-id-s,1,10,4,30,141882,4729,0
list-id-s,1,20,4,60,257841,4297,0
list-id-s,1,40,4,120,659001,5491,0
list-id-s,1,80,4,240,2094733,8728,0
list-id-s,4,10,4,120,424042,3533,0
list-id-s,4,20,4,240,959398,3997,0
list-id-s,4,40,4,480,3475344,7240,0
list-id-s,4,80,4,960,11162937,11628,0
list-id-s,8,10,4,240,837892,3491,0
list-id-s,8,20,4,480,3126087,6512,0
list-id-s,8,40,4,960,10686839,11132,0
list-id-s,8,80,4,1920,29205797,15211,0
list-id-s,12,10,4,360,2055769,5710,0
list-id-s,12,20,4,720,6400923,8890,0
list-id-s,12,40,4,1440,17486949,12143,0
list-id-s,12,80,4,2880,62405513,21668,0
list-id-s,16,10,4,480,3056446,6367,0
list-id-s,16,20,4,960,8923535,9295,0
list-id-s,16,40,4,1920,44447392,23149,0
list-id-s,16,80,4,3840,160385744,41767,0
list-id-m,1,10,4,30,154775,5159,808
list-id-m,1,20,4,60,308033,5133,1015
list-id-m,1,40,4,120,661931,5516,1326
list-id-m,1,80,4,240,2139100,8912,2894
list-id-m,4,10,4,120,455301,3794,69309
list-id-m,4,20,4,240,979565,4081,196943
list-id-m,4,40,4,480,2607589,5432,609099
list-id-m,4,80,4,960,9498453,9894,2309233
list-id-m,8,10,4,240,907670,3781,148730
list-id-m,8,20,4,480,2409806,5020,597024
list-id-m,8,40,4,960,6377981,6643,1757971
list-id-m,8,80,4,1920,23253341,12111,6646132
list-id-m,12,10,4,360,1536307,4267,325173
list-id-m,12,20,4,720,3786365,5258,1039485
list-id-m,12,40,4,1440,12633165,8773,3729773
list-id-m,12,80,4,2880,49462005,17174,14949134
list-id-m,16,10,4,480,2295166,4781,536276
list-id-m,16,20,4,960,6472628,6742,1850672
list-id-m,16,40,4,1920,17666358,9201,5064416
list-id-m,16,80,4,3840,90982957,23693,28193965
list-none-s,1,1000,1,3000,3462275,1154,0
list-none-s,2,1000,1,6000,15146418,2524,0
list-none-s,4,1000,1,12000,284083046,23673,0
list-none-s,8,1000,1,24000,897557147,37398,0
list-none-s,12,1000,1,36000,3422121766,95058,0
list-none-s,1,1000,4,3000,3451556,1150,0
list-none-s,2,1000,4,6000,12784653,2130,0
list-none-s,4,1000,4,12000,80323635,6693,0
list-none-s,8,1000,4,24000,341057789,14210,0
list-none-s,12,1000,4,36000,940672476,26129,0
list-none-s,1,1000,8,3000,3406441,1135,0
list-none-s,2,1000,8,6000,21142890,3523,0
list-none-s,4,1000,8,12000,84619765,7051,0
list-none-s,8,1000,8,24000,314237685,13093,0
list-none-s,12,1000,8,36000,737327219,20481,0
list-none-s,1,1000,16,3000,3478157,1159,0
list-none-s,2,1000,16,6000,22231392,3705,0
list-none-s,4,1000,16,12000,81931658,6827,0
list-none-s,8,1000,16,24000,265502728,11062,0
list-none-s,12,1000,16,36000,599924785,16664,0
list-none-m,1,1000,1,3000,4132072,1377,33296
list-none-m,2,1000,1,6000,14130137,2355,1932661
list-none-m,4,1000,1,12000,38965895,3247,7270366
list-none-m,8,1000,1,24000,115571979,4815,22460671
list-none-m,12,1000,1,36000,175726569,4881,32878291
list-none-m,1,1000,4,3000,3758021,1252,29018
list-none-m,2,1000,4,6000,10541543,1756,1732245
list-none-m,4,1000,4,12000,21489076,1790,5151268
list-none-m,8,1000,4,24000,74425524,3101,18908329
list-none-m,12,1000,4,36000,136664317,3796,33660730
list-none-m,1,1000,8,3000,3541480,1180,24775
list-none-m,2,1000,8,6000,10563864,1760,1749040
list-none-m,4,1000,8,12000,21975055,1831,5240493
list-none-m,8,1000,8,24000,45112688,1879,12453111
list-none-m,12,1000,8,36000,99853087,2773,26805531
list-none-m,1,1000,16,3000,3624049,1208,25189
list-none-m,2,1000,16,6000,11204304,1867,1842774
list-none-m,4,1000,16,12000,21134951,1761,5052196
list-none-m,8,1000,16,24000,44182623,1840,12200447
list-none-m,12,1000,16,36000,65961274,1832,19100459
